"BFI_2","BFI_7","BFI_12","BFI_17","BFI_22","BFI_27","BFI_32","BFI_37","BFI_42","BFI_closeones_2","BFI_closeones_7","BFI_closeones_12","BFI_closeones_17","BFI_closeones_22","BFI_closeones_27","BFI_closeones_32","BFI_closeones_37","BFI_closeones_42"
1,-0.357325432991815,0.458488401919663,-0.151915994694235,-0.0417149868287819,0.45844634946186,-0.343655581586789,0.483599630916909,-0.209987811974841,0.332922924693205,-0.321484339794068,0.27726490126266,-0.137087680113637,-0.18022381610452,0.335837013966601,-0.382477606394121,0.315165818443754,-0.206883824678954
-0.357325432991815,1,-0.280003260667557,0.186096250513979,0.21165157735074,-0.379497861488394,0.476446175825651,-0.36598824303198,0.296242659009066,-0.200303932045016,0.314237402521158,-0.178448659017847,0.068106844495459,0.19023324726296,-0.273111787851875,0.415937120608578,-0.270062450098363,0.322405899659759
0.458488401919663,-0.280003260667557,1,-0.112225231591178,-0.157409840557548,0.388938032480926,-0.271674527279453,0.544952087922605,-0.147109082095147,0.347671728242266,-0.267306801745952,0.440134223646714,-0.150232374982197,-0.04302196478083,0.287343821083542,-0.333894657873538,0.300428461504081,-0.166914871623372
-0.151915994694235,0.186096250513979,-0.112225231591178,1,0.249727175860227,-0.217567824668332,0.188195298233302,-0.131732725507065,0.217769933814242,-0.101698428260206,0.141350686612118,-0.148347306082897,0.357876997724199,0.148563391243921,-0.207645239891841,0.241447497884195,-0.226104421138099,0.0944978727345721
-0.0417149868287819,0.21165157735074,-0.157409840557548,0.249727175860227,1,-0.274657802625846,0.222072939932773,-0.165847832382867,0.317669414178774,-0.172687504418671,0.158461625032065,-0.213752305369469,0.0953770841512173,0.276205970895119,-0.23730736723696,0.287411774744438,-0.229901683899969,0.336642324087646
0.45844634946186,-0.379497861488394,0.388938032480926,-0.217567824668332,-0.274657802625846,1,-0.281238486116484,0.601072057664983,-0.317846412467849,0.24226558590772,-0.207350332699561,0.269213921119417,-0.178918315036353,-0.128821609264022,0.477785991796807,-0.323945826950857,0.406775677950984,-0.214183129650151
-0.343655581586789,0.476446175825651,-0.271674527279453,0.188195298233302,0.222072939932773,-0.281238486116484,1,-0.400408294665311,0.232612993620519,-0.327104167308273,0.309409710960191,-0.278130071618309,0.187397915444343,0.148051646263673,-0.254959276538336,0.496987364265055,-0.303783042078146,0.256201176836338
0.483599630916909,-0.36598824303198,0.544952087922605,-0.131732725507065,-0.165847832382867,0.601072057664983,-0.400408294665311,1,-0.23898404860122,0.38094892009588,-0.291843343474059,0.296859250120313,-0.148941385052662,-0.0979127902566115,0.326876265687587,-0.35346315499393,0.39117352010034,-0.27981185582284
-0.209987811974841,0.296242659009066,-0.147109082095147,0.217769933814242,0.317669414178774,-0.317846412467849,0.232612993620519,-0.23898404860122,1,-0.144166789782532,0.13082901165042,-0.144699406416636,0.157095223695472,0.162721098821007,-0.145943208960168,0.208475621186422,-0.182148361458214,0.396838685403406
0.332922924693205,-0.200303932045016,0.347671728242266,-0.101698428260206,-0.172687504418671,0.24226558590772,-0.327104167308273,0.38094892009588,-0.144166789782532,1,-0.375590390048155,0.499812241769168,-0.25373669825246,-0.160384088927278,0.322359948187682,-0.388617775368897,0.374450993990837,-0.194848832366071
-0.321484339794068,0.314237402521158,-0.267306801745952,0.141350686612118,0.158461625032065,-0.207350332699561,0.309409710960191,-0.291843343474059,0.13082901165042,-0.375590390048155,1,-0.390106605191072,0.304003586597929,0.22842078032667,-0.436949686428219,0.629374893739992,-0.445457462352423,0.408817368784512
0.27726490126266,-0.178448659017847,0.440134223646714,-0.148347306082897,-0.213752305369469,0.269213921119417,-0.278130071618309,0.296859250120313,-0.144699406416636,0.499812241769168,-0.390106605191072,1,-0.306949514061522,-0.11222889078716,0.331855733980327,-0.38393718704637,0.389259848753459,-0.194414852439148
-0.137087680113637,0.068106844495459,-0.150232374982197,0.357876997724199,0.0953770841512173,-0.178918315036353,0.187397915444343,-0.148941385052662,0.157095223695472,-0.25373669825246,0.304003586597929,-0.306949514061522,1,0.224420249511537,-0.246558244992666,0.289051092016773,-0.301787272403832,0.139542420516141
-0.18022381610452,0.19023324726296,-0.04302196478083,0.148563391243921,0.276205970895119,-0.128821609264022,0.148051646263673,-0.0979127902566115,0.162721098821007,-0.160384088927278,0.22842078032667,-0.11222889078716,0.224420249511537,1,-0.1111318402218,0.266234223402369,-0.234573265241543,0.415971451770603
0.335837013966601,-0.273111787851875,0.287343821083542,-0.207645239891841,-0.23730736723696,0.477785991796807,-0.254959276538336,0.326876265687587,-0.145943208960168,0.322359948187682,-0.436949686428219,0.331855733980327,-0.246558244992666,-0.1111318402218,1,-0.435309593776385,0.560192839531552,-0.267936047158317
-0.382477606394121,0.415937120608578,-0.333894657873538,0.241447497884195,0.287411774744438,-0.323945826950857,0.496987364265055,-0.35346315499393,0.208475621186422,-0.388617775368897,0.629374893739992,-0.38393718704637,0.289051092016773,0.266234223402369,-0.435309593776385,1,-0.508403141424111,0.366956614260251
0.315165818443754,-0.270062450098363,0.300428461504081,-0.226104421138099,-0.229901683899969,0.406775677950984,-0.303783042078146,0.39117352010034,-0.182148361458214,0.374450993990837,-0.445457462352423,0.389259848753459,-0.301787272403832,-0.234573265241543,0.560192839531552,-0.508403141424111,1,-0.331451151186651
-0.206883824678954,0.322405899659759,-0.166914871623372,0.0944978727345721,0.336642324087646,-0.214183129650151,0.256201176836338,-0.27981185582284,0.396838685403406,-0.194848832366071,0.408817368784512,-0.194414852439148,0.139542420516141,0.415971451770603,-0.267936047158317,0.366956614260251,-0.331451151186651,1
